company,grossProfit,incomeBeforeTax,incomeTaxExpense,netIncome,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,operatingIncome,sellingGeneralAdministrative,totalOperatingExpenses,totalOtherIncomeExpenseNet,totalRevenue,accountsPayable,cash,commonStock,netTangibleAssets,otherCurrentAssets,otherCurrentLiab,propertyPlantEquipment,retainedEarnings,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiab,totalStockholderEquity,esgRiskRating,esgCluster
LPKR.jk,0.04262068965517241,0.0012455885405854294,0.077466251298027,0.0,0.0,0.0,0.025266235122154937,0.07258964084189537,0.09317079238711283,0.0,0.06613717254717953,0.0008518784540820708,0.0248777664655788,0.2225612043509405,0.28576329331046313,0.012995651684918976,0.22518634339335436,0.04823945827764947,0.17832465688594418,0.031690523791974734,0.10638518393760567,0.008430038423940923,0.020334030074882804,0.11956890699253224,0.37704918032786894,0.3333333333333333
LPPF.jk,0.06514588859416445,0.175129748806311,0.03725617860851506,0.22275632120033342,0.22275632120033342,0.22341997961264018,0.08446439757778242,0.0425320333040532,0.03209354397313098,0.4150561797752809,0.026310669611691595,0.000249150120909532,0.0043269466391034316,0.007430842775560749,0.22326243567753,0.0013740862631601762,0.008246552862898493,0.018827200187880585,0.2279223852342641,0.0033640069281265913,0.00439195973389129,0.0021873578459364502,0.003983312991572422,0.039294806517311605,0.18647540983606556,0.3333333333333333
LSIP.jk,0.04679045092838196,0.21237284616981522,0.06074766355140187,0.26635176437899416,0.26635176437899416,0.2633792048929664,0.11284192942159116,0.004351262210098001,0.015549197661400671,0.4476832958801498,0.018871811304775745,0.00014733175995127506,0.016294090706750888,0.020130168084415766,0.2524185248713551,0.003519390074373781,0.009451550773639777,0.03442799868036256,0.24543303360151444,0.006210330913129322,0.008634929683299541,0.00036213999735452295,0.001011773096112646,0.0762050237610319,0.5532786885245902,0.6666666666666667
MAIN.jk,0.04245092838196286,0.19493607135146357,0.04974284517133956,0.24593390733537093,0.24593390733537093,0.24467499892966363,0.1001252871163082,0.007965784635534717,0.04092548824480657,0.4303370786516854,0.03867061879856716,0.00020187731046462698,0.0014434982774000748,0.0,0.2280960548885077,0.0066639791289941595,0.002450466238647173,0.012788181416597237,0.21523899668717464,0.0023385845317828117,0.005622744910055515,0.0012195003919822688,0.001772777215681613,0.045273251866938216,0.7848360655737705,1.0
MAPI.jk,0.09920424403183023,0.17994602449657462,0.031568016614745585,0.23161989441511532,0.23161989441511532,0.23075942915392458,0.09296304030068908,0.11596390994713596,0.09192685657420077,0.40194756554307115,0.08330376864006225,0.001470970452408615,0.023211033308524837,0.02480554158120816,0.23876500857632932,0.010474314514998131,0.040821663049937874,0.04376611103966181,0.22337908187411265,0.010436314122303683,0.025639198564515814,0.005800692340698728,0.007940534413331053,0.05952987101154107,0.21926229508196723,0.3333333333333333
MDKA.jk,0.05305039787798408,0.21143865476437618,0.08473520249221184,0.2616004445679355,0.2616004445679355,0.2563455657492355,0.12299018584255586,0.004636619243685111,0.019529792262719243,0.40764044943820227,0.025337895833094908,0.0002646046935549817,0.006127018448721712,0.014475493382214155,0.2478902229845626,0.002612841878447185,0.011259047639751704,0.051035300301391764,0.2225745385707525,0.007826148022519519,0.008537762432549733,0.0021308994944557896,0.003671663685463227,0.06975560081466395,0.7069672131147541,1.0
MEDC.jk,0.13421750663129972,0.16483288353747144,0.1526479750778816,0.17088080022228397,0.17088080022228397,0.1827217125382263,0.12967216537899354,0.04139060516970477,0.08446324169672845,0.21647940074906366,0.0867370878586388,0.0023800629609644804,0.03587820530213495,0.05450048135813282,0.2679245283018868,0.1770242158853874,0.36978609268230844,0.19479749716222033,0.24145764316138194,0.0524475589664488,0.08727562462347689,0.015850278904256315,0.04910723345287137,0.09877800407331974,0.6331967213114755,1.0
MIKA.jk,0.053156498673740046,0.21880838696283994,0.0691588785046729,0.27040844679077525,0.27040844679077525,0.2691896024464832,0.1179787011902276,0.011047640598275496,0.013247916407513372,0.45205992509363296,0.01818514746106044,0.00018096818276784209,0.0058353401462372684,0.0030713728934164903,0.2367066895368782,7.759449978795271e-05,0.008889218415293845,0.013235516140396003,0.22574538570752486,0.003395080334076403,0.009217933187798384,0.00033875010888396355,0.0004428319210063229,0.05770536320434487,0.3032786885245903,0.3333333333333333
MNCN.jk,0.0876392572944297,0.24309736350425576,0.09231568016614745,0.2956376771325368,0.2956376771325368,0.2933231396534149,0.1547295886406348,0.03378108427404852,0.030600820997636526,0.4081647940074906,0.044163929548289634,0.00011187715211759632,0.007793751605775676,0.04597108376263318,0.2624356775300172,0.004270125299125493,0.0038191897058498904,0.031408489294720884,0.26833885470894464,0.011182075865099159,0.026125034818264854,0.0016227743311298445,0.0030556127315264437,0.09708078750848607,0.13524590163934422,0.0
MPMX.jk,0.04636604774535809,0.20039443637118537,0.053275077881619934,0.2502917477076966,0.2502917477076966,0.25050968399592255,0.10302777197744832,0.014129496561016275,0.06580420450304765,0.43967730337078653,0.06270385332860298,0.0005000596532709509,0.01354398099761185,0.06903204763194702,0.24010291595197256,0.0,0.03813050104928234,0.015024855035591068,0.22479886417415998,0.005160049792025694,0.008149093429550504,0.00133241709494359,0.0019177303813137975,0.06364562118126273,0.42008196721311486,0.6666666666666667
MTDL.jk,0.048912466843501326,0.20911355615528338,0.06043613707165109,0.25715476521255903,0.25715476521255903,0.259480122324159,0.11071204844435165,0.009430617407948544,0.08135340216444832,0.4435299625468165,0.0787260096819602,0.0009527877225317718,0.015377387470371208,0.0024711560255850336,0.2292967409948542,0.008434581074163292,0.028410184569302648,0.0007660607145053875,0.2185044959772835,0.003071916912198363,0.016019640740284894,0.001711494597742311,0.0015843381003597737,0.04675831636116768,0.3750000000000001,0.3333333333333333
MYOR.jk,0.11289124668435013,0.2501556985675732,0.10446521287642782,0.3042511808835788,0.3042511808835788,0.299184505606524,0.1549384005011485,0.08419416020777114,0.13297673840029856,0.43318352059925097,0.13880909600704974,0.001443697677151939,0.03146136243594195,0.0127064331401846,0.25900514579759865,0.008349592180795173,0.018007035939902893,0.03414841447798833,0.25982016090866067,0.011741397172195765,0.040635344263569406,0.002751941360743056,0.005990914335578175,0.0835030549898167,0.5512295081967215,0.6666666666666667
PGAS.jk,0.1069496021220159,0.14178949553664105,0.10446521287642782,0.14031675465407056,0.14031675465407056,0.16590214067278286,0.11094174149091669,0.03663465460991962,0.25426048015922376,0.199250936329588,0.23780313347600682,0.002834609215242413,0.1424657906957359,0.15622144527483223,0.3320754716981132,0.018094985287006076,0.3898693911946632,0.37317221827697844,0.37387600567912926,0.06717635338665943,0.09342955050429802,0.01375325442068892,0.0479476081278139,0.1743041412084182,0.32991803278688525,0.3333333333333333
PNBN.jk,0.133368700265252,0.27901183309113553,0.14205607476635515,0.33314809669352596,0.33314809669352596,0.3251783893985729,0.17769889329713928,0.07411154502102663,0.03271551187958701,0.4553558052434457,0.052403895672873346,0.12999846931203685,0.10163082834791382,0.07471831269561345,0.37221269296740994,0.10223398972144324,0.11312153769441492,0.056682901189351195,0.34690014197823005,0.13491637835724846,0.1271141974308979,0.1281217435629414,0.12375811375344627,0.2243720298710115,0.5778688524590164,0.6666666666666667
PNLF.jk,0.046047745358090184,0.23873780361220676,0.053256697819314636,0.2986940816893582,0.2986940816893582,0.2976554536187564,0.11041971183963249,0.004902952475033079,0.012812538872994154,0.5513108614232209,0.015667380034104304,0.0030346095671247033,0.04679530748083841,0.12494698742466688,0.30874785591766724,0.004170971590196021,0.0012710207906023218,4.473347237987668e-05,0.28821580690960724,0.019571895471548258,0.027161485492929464,0.0026874175304794443,0.0031135939977793175,0.14587576374745415,0.4692622950819674,0.6666666666666667
POWR.jk,0.06472148541114058,0.22648951629645006,0.09148494288681205,0.27702139483189775,0.27702139483189775,0.27319062181447507,0.13572770933389017,0.014129496561016275,0.028797114068914043,0.41685393258426967,0.03729729111113654,0.00031642296654266607,0.03287808561943782,0.12779011995650008,0.25461406518010293,0.0005159837266099942,0.011259047639751704,0.06674793247482344,0.22754377662091815,0.011554956736496896,0.019711996268777572,0.0005411936263360465,0.006889623962497716,0.07807196198234895,0.5881147540983607,1.0
PPRE.jk,0.04023342175066313,0.19838073489723895,0.0509018843258567,0.2486404378699361,0.2486404378699361,0.2486238532110092,0.10405095009396534,0.0,0.010697847991043664,0.42868913857677904,0.012005172867622656,0.0013527884262963526,0.0010851506486334727,0.03080771025952272,0.22785591766723842,0.007754669927218345,0.013468210476110725,0.013626934023719924,0.21150496923805018,0.0036436675816748946,0.011711892623710104,0.002259947154983014,0.0026714868426011558,0.04603699932111337,0.5122950819672131,0.6666666666666667
PSAB.jk,0.06005305039787798,0.1956327879696907,0.046251717912772584,0.2445076557932759,0.2445076557932759,0.2463870375382263,0.1244518688661516,0.012950020822189557,0.012439358129120538,0.3453183520599251,0.019157921239657125,0.0002555137684694231,0.0008684753382164575,0.02553211989489887,0.23526586620926243,0.007726340296095639,0.0180472025369276,0.061156248427338855,0.22091812588736395,0.00807473527011801,0.00617335933097109,0.002760006839526008,0.005983666677296565,0.0560081466395112,0.8114754098360657,1.0
PTBA.jk,0.08615384615384615,0.2615735935229396,0.1291796469366563,0.3134203945540428,0.3134203945540428,0.3070846075433232,0.1474211735226561,0.03986870099057352,0.09130488866774475,0.5009737827715356,0.0976092653841312,0.0006318780670115514,0.03612821527569305,0.03491445724994847,0.2785591766723842,0.0009825141017821323,0.021581863075102035,0.053607474963234675,0.28300993847610034,0.014413710083879552,0.026254591152597928,0.003001971203014553,0.0049834898344344935,0.10811269517990495,0.444672131147541,0.6666666666666667
PTPP.jk,0.059204244031830236,0.21114801743823958,0.09439252336448598,0.25156988052236734,0.25156988052236734,0.25361875637104997,0.1181875130507413,0.010457902728862137,0.09068292076128873,0.42382022471910114,0.08902596733768983,0.014089174471164026,0.061462559262913295,0.01817156567359733,0.2504288164665523,0.04854933874391515,0.10066989261675499,0.039292763801674145,0.22442025556081402,0.03262272597046908,0.09958347638511915,0.0216574236279814,0.028451407350285122,0.08180583842498301,0.528688524590164,0.6666666666666667
PWON.jk,0.05655172413793103,0.22337554494498651,0.07175493250259606,0.2728535704362323,0.2728535704362323,0.2742099898063201,0.1271664230528294,0.0074711657773170615,0.014056474685906206,0.4358801498127341,0.02138957873173188,0.0003146047815255543,0.02404439988705182,0.03649397532318914,0.2713550600343053,0.008887855172126589,0.13601649799849932,0.012284929852323625,0.2711784193090393,0.015905233569470503,0.02699954007501312,0.0033810487058132744,0.006244582375434496,0.09877800407331974,0.1987704918032787,0.3333333333333333
RAJA.jk,0.0379946949602122,0.19586924784097987,0.046566167653167186,0.24757284540150043,0.24757284540150043,0.24660013950050969,0.09755937661307162,0.001535739478705191,0.007028237342953104,0.44291409157303374,0.0067979720527815615,0.00011005896710048458,0.004651959604728954,0.003608409038318319,0.2246826758147513,0.0010008528281329103,0.0008738013429790564,0.0034948025296778627,0.21380028395646003,0.0009402812640412954,0.0020664235326125686,0.00013550004355358542,0.00027903484384195464,0.0430244399185336,0.42008196721311486,0.6666666666666667
RALS.jk,0.04548541114058355,0.19076188499065808,0.03919304257528557,0.2431508752431231,0.2431508752431231,0.24212538226299696,0.0905617039047818,0.02274727897534697,0.015922378405274287,0.4495602247191011,0.013092390620171895,0.0005473324637158558,0.012877287734790265,0.00980011988542176,0.23399656946826758,0.00030700821247676616,0.0028071922938123356,0.009600921509531025,0.22650260293421676,0.0027238947655604745,0.009541824023631075,0.0006274942493136277,0.0009610394881413814,0.052613713509843854,0.18032786885245902,0.3333333333333333
SCMA.jk,0.06302387267904509,0.2254515258459622,0.07871235721703011,0.27896637954987497,0.27896637954987497,0.2749745158002039,0.12674879933180205,0.02084489875143291,0.021146908819504914,0.44504987602996254,0.027798441273074764,0.0003182411515597778,0.005610331170034983,0.021930818687910133,0.22823327615780445,0.002584512247324479,0.0184488685071747,0.008147083657185035,0.23308092759110272,0.0036436675816748946,0.01086977645054511,0.0011227146465868506,0.001903235064750579,0.05070434487440597,0.09836065573770494,0.0
SIDO.jk,0.055066312997347475,0.21943118123313265,0.07123572170301143,0.2729647124201167,0.2729647124201167,0.2694699286442406,0.1198580079348507,0.012531497172928464,0.012190570966538125,0.4477570786516854,0.01772737156525023,0.00018369546029350968,0.008543781526449959,0.04597108376263318,0.23186963979416808,0.0003658630211341881,0.00688088856405837,0.007923416295285651,0.21471840984382395,0.0018289806742059036,0.0058170794115551296,0.00033229772585760233,0.00027831007801379376,0.05049219280380176,0.1475409836065574,0.0
SIMP.jk,0.06758620689655172,0.21590201370147394,0.11578400830737279,0.25351486524034456,0.25351486524034456,0.2543323139653415,0.13280434328669868,0.02217656490817275,0.07762159472571216,0.38891385767790265,0.08158710903077399,0.0007118782077644675,0.020210913625827703,0.09841108379422354,0.26449399656946826,0.01965311499875491,0.033310509406317204,0.11315891006894546,0.2544723142451491,0.021436299828536946,0.02447319155551813,0.007002448679358504,0.012071699633848304,0.100050916496945,0.42008196721311486,0.6666666666666667
SMBR.jk,0.04306631299734748,0.19527647087398795,0.04626022107995846,0.2473182710197277,0.2473182710197277,0.24594754518348624,0.10035498016287325,0.009792069650492216,0.008023385993282745,0.4307865168539326,0.008457409675093558,0.00023369554826408226,0.002976892781889721,0.02995477049997276,0.23214408233276157,0.0003304550758625027,0.0,0.022797295861594635,0.21533364884051115,0.003003555419108778,0.0027401164711445655,0.0005661966105631963,0.0015118615175436815,0.051298370672097755,0.5491803278688525,0.6666666666666667
SMGR.jk,0.16074270557029177,0.26697114386547643,0.128141225337487,0.32453459294248405,0.32453459294248405,0.31371049949031604,0.2196700772603884,0.11253962554409065,0.1802462992909566,0.2614232209737828,0.2000366220716648,0.0059255237443323555,0.024377746518462612,0.017318625914047366,0.3248713550600343,0.008916184803249296,0.028410184569302648,0.312782030564145,0.3610979649787033,0.047910841697776325,0.049704287666884756,0.009155931514406558,0.030553228251951794,0.1819416157501697,0.47540983606557385,0.6666666666666667
SMRA.jk,0.05973474801061007,0.20365372638571724,0.06375908618899273,0.252014448457905,0.252014448457905,0.2519367991845056,0.1225725621215285,0.017953280811083536,0.02195546709789775,0.38157303370786516,0.027397887364240835,7.158363122483895e-05,0.013793990971169944,0.04407566207474438,0.24476843910806176,0.007556362509359402,0.14163982158195865,0.0009449946040248942,0.2351159488878372,0.014910884579076536,0.037720326741075186,0.006623371176559783,0.011274457222871289,0.06589443312966733,0.3401639344262295,0.3333333333333333
SMSM.jk,0.04657824933687002,0.208719119784098,0.05867082035306334,0.2605723812170047,0.2605723812170047,0.25940366972477064,0.11008561286281061,0.0061775472250555,0.014491852220425427,0.44437041198501875,0.0170979297085112,0.00016642270263094824,0.005735336156814031,0.0031345536163461174,0.2290222984562607,0.0006631824997669889,0.00386839378720516,0.003819120204431969,0.2193563653573119,0.0015368906582776756,0.006594417417553588,0.00020163696957378784,0.00035006189500172495,0.04646130346232179,0.19467213114754098,0.3333333333333333
SOCI.jk,0.040965517241379305,0.20390284409383433,0.04950722840083074,0.25798833009169214,0.25798833009169214,0.2557594291539246,0.1037586134892462,0.0015547632809443316,0.008023385993282745,0.44965451378277155,0.00937296146671397,6.920783931757809e-05,0.005268650872838921,0.028722746402845032,0.23921097770154373,0.0028961381896742463,0.0009671689793456653,0.042759607911114585,0.22285849503076197,0.005377563633674374,0.004230014315974944,0.00037181857189406476,0.002961393173865524,0.05902070604209096,0.42008196721311486,0.6666666666666667
SRIL.jk,0.07045092838196286,0.2250363296657671,0.06822429906542056,0.28146707418727424,0.28146707418727424,0.27726809378185524,0.14762998538316977,0.013102211240102682,0.09876850354521707,0.36853932584269666,0.10504812369104705,0.00048460508062550116,0.014044000944728038,0.07535011992490971,0.25471698113207547,0.0019754251781862976,0.012865711520740083,0.05500539597510582,0.24254614292475157,0.016153820817068995,0.05326708686104435,0.004542477650558292,0.012216652799480487,0.07819925322471147,0.15368852459016394,0.0
SSIA.jk,0.042111405835543764,0.19401213057992525,0.04910192956085151,0.24458066026218395,0.24458066026218395,0.24369808227227321,0.09818333681353102,0.008593570109426357,0.016295559149147903,0.4339325842696629,0.015495714073175479,0.0004827868956083894,0.0070520553508866615,0.0171606741067233,0.23413379073756432,0.0013088713828231216,0.017123370805359285,0.006189994240565431,0.22314245149077144,0.00417191548282169,0.008894042351965694,0.0013808099676412989,0.0022801132953942584,0.052741004752206375,0.3831967213114754,0.6666666666666667
SSMS.jk,0.05527851458885941,0.2132032385302055,0.07673935617860851,0.2630452903584329,0.2630452903584329,0.26047400611620797,0.12194612653998747,0.010629116949014403,0.015797984823983084,0.41782771535580526,0.021561244692660707,0.00011187715211759632,0.0158774074174874,0.028691156041380218,0.23787307032590052,0.00388767527896896,0.02740601964368491,0.02447480107584001,0.2238523426407951,0.007391120339222158,0.010254383862462996,0.0010420598587573353,0.005556054838681621,0.05740835030549898,0.5204918032786886,0.6666666666666667
TBIG.jk,0.08042440318302388,0.2291882914677185,0.10581516095534788,0.27507641011392053,0.27507641011392053,0.2729357798165138,0.17581958655251617,0.0060634044116206565,0.007961189202637144,0.28239700374531834,0.02911454697352911,0.0005173324109335123,0.007852087266272564,0.012895975308973481,0.249811320754717,0.003335247472076191,0.0685366149969874,0.17466743459127584,0.22006625650733555,0.0221199147594328,0.009638991274380882,0.011010991634485406,0.01953678766390579,0.07378649015614391,0.334016393442623,0.3333333333333333
TBLA.jk,0.06344827586206897,0.21322399833921526,0.06656282450674975,0.2658516254515143,0.2658516254515143,0.2630224260958206,0.13280434328669868,0.01334952066921151,0.055230750093295186,0.3793258426966292,0.06098719371931471,0.0016073343286919948,0.00396026534455156,0.01968790302390838,0.24144082332761577,0.01300981650048033,0.031422679346155856,0.06171541683208732,0.2302886890676763,0.011492809924597273,0.02518575139435005,0.004227923978023183,0.00960749581810117,0.06177868295994568,0.42008196721311486,0.6666666666666667
TINS.jk,0.048912466843501326,0.1889142619887897,0.0505343717549325,0.23753820505696027,0.23753820505696027,0.23710499490316006,0.0993526832324076,0.01650747184090885,0.09192685657420077,0.4113857677902622,0.08559264811911328,0.000802787458620054,0.00668537405633479,0.01033715603032359,0.23821612349914237,0.022344429955411995,0.008648218833145588,0.020672455923550496,0.23147184098438242,0.008447616141515749,0.02042455610760949,0.004615066959604856,0.0067664137717103594,0.05779022403258655,1.0000000000000002,1.0
TKIM.jk,0.05368700265251989,0.2406061864230849,0.05060773624091381,0.30675187552097805,0.30675187552097805,0.3004587155963303,0.10801837544372521,0.02084489875143291,0.07326781938051997,0.5670411985018726,0.07071493150528159,0.00170733450463314,0.019544220363006116,0.31227783091101075,0.29639794168096056,0.007981306976199993,0.01692253782023574,0.07457629014130186,0.26502602934216757,0.027153806523302258,0.03836810841274057,0.006962121285443746,0.016202864854365555,0.12975220638153429,0.5348360655737705,0.6666666666666667
TLKM.jk,0.9458885941644561,1.0,1.0,0.8249513753820507,0.8249513753820507,1.0,1.0,0.25997409289743034,0.5776837915163577,0.10262172284644194,0.7768342507925245,0.0028709729155846474,0.17163362094418028,0.15495783081623968,0.5451114922813036,0.07461259937680478,1.0,1.0,0.6568859441552295,0.15293895380813913,0.14978655593918627,0.055613089304207275,0.0911436514862048,0.4738628649015614,0.28688524590163944,0.3333333333333333
TOWR.jk,0.11013262599469495,0.26531035914469586,0.10114226375908619,0.3259238677410392,0.3259238677410392,0.31829765545361877,0.19544790144080185,0.011237878620666901,0.01523821370817266,0.3423220973782771,0.04124560821249957,0.00048460508062550116,0.011960584498410583,0.01469662591246785,0.25149228130360207,0.0028253141118674808,0.07777493231267059,0.15565570882982827,0.25887363937529584,0.02069053808574147,0.008894042351965694,0.0057119720740862615,0.017290013596606934,0.08010862186014936,0.3176229508196722,0.3333333333333333
TPIA.jk,0.060901856763925726,0.20130786796761468,0.0,0.2677132536815782,0.2677132536815782,0.26470438328236495,0.12048444351639173,0.02236680293056416,0.15412364721980346,0.3802247191011236,0.14853683379301663,0.009452802677529112,0.11079786071171062,0.17296433685118337,0.31114922813036017,0.017386744508938425,0.02359019292633751,0.16683907692479744,0.2763842877425462,0.03181481741577398,0.06978551948851158,0.00996247939270171,0.0185221155044805,0.14799728445349625,0.42622950819672134,0.6666666666666667
UNTR.jk,0.17347480106100796,0.34315964293128504,0.20249221183800623,0.41372603500972494,0.41372603500972494,0.38914373088685017,0.2572562121528503,0.08875987274516489,0.32578678940166683,0.40172284644194756,0.34366380938211705,0.009361893426673526,0.17080025436565327,0.028059348812083947,0.4195540308747856,0.027868708024339685,0.08902157947958925,0.24456348518483312,0.44391859914813064,0.06145884669189413,0.14233706671503438,0.01673748157038098,0.02642206303143454,0.29268499660556685,0.6147540983606558,1.0
UNVR.jk,0.2742705570291777,0.3857172514012871,0.2554517133956386,0.4459572103362045,0.4459572103362045,0.4281345565749236,0.2933806640217165,0.24665743133003193,0.20699091926856575,0.4253183520599251,0.24466977191315992,0.003889156525167217,0.006993719690389773,0.0009958861451782447,0.23660377358490567,0.0022303918582906525,0.057289967830068754,0.06171541683208732,0.2322290582110743,0.012176424855493126,0.027776878081011577,0.010688372483167346,0.011129504057239106,0.05779022403258655,0.12909836065573774,0.0
WEGE.jk,0.03779310344827586,0.1995225243927756,0.05242580351703011,0.2512642400666852,0.2512642400666852,0.24964322120285423,0.09891417832532888,0.0005520723320355607,0.015176016917527055,0.4512696201238202,0.014694606255507616,0.001070969748644034,0.012543941103379471,0.028817517487239472,0.22867924528301886,0.0029527974519196584,0.00539472447414412,0.00014538378523459904,0.21284902981542833,0.003214854579567496,0.01440018656112144,0.002429322209424996,0.0026424962094747186,0.04599456890699253,0.43237704918032793,0.6666666666666667
WIIM.jk,0.04212201591511936,0.1989827693585219,0.048048588328141226,0.25179216449013614,0.25179216449013614,0.2500764525993884,0.10016704948841094,0.007166784941490811,0.004615001865903719,0.4448223207363296,0.00531020039139839,0.00021824097561863256,0.0035435820552880684,0.005219517473023807,0.22531732418524872,0.001110392442461811,0.0036044927931940043,0.000760469030457903,0.21283009938476102,0.0004368920876543494,0.0033555090592266787,0.0001645357671722109,0.00013408167820977044,0.04183638832315003,0.44877049180327877,0.6666666666666667
WIKA.jk,0.051671087533156496,0.20927963462736143,0.08400830737279336,0.2521811614337316,0.2521811614337316,0.25387359836901124,0.114366256003341,0.016374305225234864,0.09565866401293693,0.4310861423220974,0.09303150642602914,0.012907354210041402,0.1249650925466693,0.026922095799350662,0.2548885077186964,0.04642461640971219,0.11633486545639168,0.02822122938765468,0.23043066729768105,0.04175830731971365,0.15464491847667663,0.035530047134658,0.03714859728821618,0.09495926680244399,0.4077868852459017,0.6666666666666667
WOOD.jk,0.04612201591511936,0.20307245173344404,0.05378601382201453,0.25573770491803277,0.25573770491803277,0.2536697247706422,0.1092503654207559,0.00587316638922925,0.013123522826222166,0.42696629213483145,0.015610158047128028,0.00018187727527639794,0.00029750929415643375,0.01851905964971028,0.2313893653516295,0.001133964493311799,0.004671725727699349,0.01194942880947455,0.2149550402271652,0.003078131593388325,0.010319162029629535,0.0019292625248820017,0.0019249780395954065,0.04934657162253903,0.05122950819672131,0.0
WSBP.jk,0.0,0.08926717874195558,0.011214953271028033,0.11475409836065573,0.11475409836065573,0.12436289500509684,0.017122572562121532,0.007337999161643077,0.03582535141186714,0.34681647940074906,0.011261287036931071,0.0031073369678091727,0.0019935202192278827,0.08198409583252055,0.21825385934819896,0.0037035326766713707,0.00459139253364993,0.02408338319251609,0.1768575485092286,0.004774739558248032,0.012359674295375487,0.005873281649745292,0.006679441872331049,0.03312118126272912,0.49590163934426235,0.6666666666666667
WSKT.jk,0.014535809018567637,0.0,0.056386292834890966,0.04195609891636565,0.04195609891636565,0.003567787971457681,0.0,0.031688466027743056,0.12800099514865032,0.08614232209737827,0.09131484681674086,0.010725532189507324,0.010043841367798526,0.041548433157559295,0.0404802744425386,0.02815200433556675,0.13159817232578128,0.040522934292120755,0.18698532891623287,0.062204608434689605,0.09245787799679996,0.03907885779915667,0.064544745592699,0.05040733197556008,0.6987704918032788,1.0
WTON.jk,0.03883289124668435,0.19815237699813162,0.049005843712253375,0.25056960266740763,0.25056960266740763,0.24880224260958206,0.09968678220922948,0.0017259775010965972,0.027366587884065183,0.4434963684891386,0.026081781663786493,0.002361881110793363,0.012793951076937565,0.026132336762730326,0.23265866209262437,0.00749970324711399,0.011660713609998798,0.016422776047462215,0.21656412683388548,0.004725022108728333,0.01618158615820124,0.00367947142078248,0.003533958178112652,0.05091649694501018,0.44672131147540994,0.6666666666666667
